"기관명","홈페이지주소","오픈일자"
"충청남도","http://ginseng.cnnongup.net","2012-03-07"
"전라남도 완도군","http://edu.wando.go.kr","2012-03-07"
"노동부","http://minwon.moel.go.kr","2012-03-12"
"경기도교육청 성일정보고등학교","http://sungil-i.kr","2012-03-12"
"인천광역시 상수도사업본부","http://minwon.waterworksh.incheon.kr","2012-03-12"
"경상남도교육청 경상남도거창교육청","http://consult.gngce.go.kr","2012-03-12"
"경기도교육청 경기도성남교육청 하원초등학교","http://hw.es.kr","2012-03-12"
"경상북도 안동시 정보통신실","http://www.aftf.or.kr","2012-03-12"
"경기도교육청 숭신여자고등학교","http://ssgh.hs.kr","2012-03-12"
"경기도교육청 경기도성남교육청 왕남초등학교","http://wang.es.kr","2012-03-12"
"경기도교육청 경기도성남교육청 성남중앙초등학교","http://snja.es.kr","2012-03-12"
"경기도교육청 경기도성남교육청 성남동초등학교","http://snd-e.es.kr","2012-03-12"
"경기도교육청 경기도성남교육청 상원초등학교","http://sangwon-e.es.kr","2012-03-12"
"경기도교육청 경기도성남교육청 서현초등학교","http://seohyun.es.kr","2012-03-12"
"경기도교육청 경기도립중앙도서관 광주분관","http://www.gjlib.or.kr","2012-03-12"
"경기도교육청 경기도수원교육청","http://gwanggyo.hs.kr","2012-03-13"
"경기도교육청 경기도수원교육청","http://homaesil.hs.kr","2012-03-13"
"경기도교육청 경기도수원교육청","http://neungsil.es.kr","2012-03-13"
"경기도교육청 경기도수원교육청","http://sanui.es.kr","2012-03-13"
"경기도교육청 경기도수원교육청","http://suwonym.ms.kr","2012-03-13"
"경기도교육청 경기도수원교육청","http://swjc.es.kr","2012-03-13"
"충북대학교 국제교육원","http://cia.chungbuk.ac.kr","2012-03-13"
"서울불교대학원대학교","http://sub.ac.kr","2012-03-13"
"농림수산식품부","http://www.fris.go.kr","2012-03-13"
"대한법률구조공단","http://edu.klac.or.kr","2012-03-13"
"한국체육산업개발주식회사","http://www.olympicpark.co.kr","2012-03-13"
"국세청 국세공무원교육원","http://taxstudy.nts.go.kr","2012-03-13"
"광주광역시교육청 광주동신고등학교","http://kds.hs.kr","2012-03-13"
"인천광역시서구시설관리공단","http://www.issl.go.kr/snlib","2012-03-13"
"부산항만공사","http://www.bpa-net.com/BPA-NET-Web","2012-03-15"
"한국대학교육협의회","http://up.kcue.or.kr","2012-03-15"
"(재)부천산업진흥재단","http://www.robopark.org","2012-03-15"
"경기도교육청 경기도동두천양주교육청","http://www.mansong.es.kr","2012-03-15"
"식품의약품안전청","http://ezdrug.mfds.go.kr","2012-03-19"
"서울특별시","http://hangangbike.go.kr/","2012-03-19"
"숙명여자대학교","http://gs.sookmyung.ac.kr","2012-03-19"
"식품의약품안전청","http://ezcos.mfds.go.kr","2012-03-20"
"인천국제공항공사","http://academy.airport.kr","2012-03-20"
"대검찰청","http://www.spo.go.kr/club","2012-03-20"
"경상남도교육청 경상남도함양교육청","http://spe.eduhy.or.kr","2012-03-21"
"인천국제공항공사","http://ebid.airport.kr","2012-03-21"
"인천국제공항공사","http://ebpp.airport.kr","2012-03-21"
"한국과학기술연구원","http://cnm.kist.re.kr","2012-03-23"
"대구광역시","http://www.donggu-lib.kr","2012-03-23"
"식품의약품안전청","http://emed.mfds.go.kr","2012-03-23"
"한국대학교육협의회","http://univ.kcue.or.kr","2012-03-23"
"한국마사회","http://www.horsepia.com","2012-03-23"
"경상북도 구미시","http://www.gumiart.or.kr","2012-03-26"
"서울특별시 성북구 보건소","http://bogunso.seongbuk.go.kr","2012-03-26"
"환경부 국립환경인력개발원","http://qtest.me.go.kr","2012-03-26"
"전라남도","http://jexport.net","2012-03-26"
"인천광역시 남동구","http://www.namdonglib.go.kr","2012-03-26"
"서울특별시 마포구","http://dream.mapo.go.kr","2012-03-26"
"서울특별시 마포구","http://elc.mapo.go.kr","2012-03-26"
"서울특별시","http://ecomileage.seoul.go.kr","2012-03-26"
"부산광역시 정책기획실 유시티정보담당관","http://uis.busan.go.kr","2012-03-26"
"경상북도 포항남부소방서","http://phnb119.go.kr","2012-03-26"
"전라남도 나주시","http://www.naju.go.kr","2012-03-26"
"사립학교교직원연금관리공단","http://www.tp.or.kr","2012-03-26"
"인천광역시서구시설관리공단","http://www.issl.go.kr/gdlib","2012-03-27"
"인천광역시서구시설관리공단","http://www.issl.go.kr/sglib","2012-03-27"
"창원시시설관리공단","http://cwsisul.or.kr","2012-03-28"
"창원시시설관리공단","http://life.cwsisul.or.kr","2012-03-28"
"창원시시설관리공단","http://swimming.cwsisul.or.kr","2012-03-28"
"한국환경산업기술원","http://www.ecoexpo.or.kr","2012-03-28"
"한국환경산업기술원","http://www.dicer.org","2012-03-29"
"경기도교육청 경기도연천교육청 초성초등학교","http://www.chosung.es.kr","2012-03-29"
"충청남도 소방안전본부 소방행정과","http://www.cn119.go.kr","2012-03-29"
"전라남도 광양시","http://bwmt.gwangyang.go.kr","2012-03-29"
"전라남도","http://www.namdokorea.com","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://col.teti.or.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://www.geti.or.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://cyber.ieti.or.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://cyber.kbe.go.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://cyber.tamna.or.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://cyberedu.seti.go.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://edu.beti.go.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://edu.deti.or.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://edu.ueti.or.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://eduup.jeti.or.kr","2012-03-29"
"교육과학기술부 교육과학기술연수원","http://eduup.yulgog.org","2012-03-29"
"강원도 태백시","http://www.taebaek.go.kr","2012-03-29"
"대전광역시","http://g9tour.net","2012-03-29"
"창원시시설관리공단","http://changwonfc.or.kr","2012-03-29"
"창원시시설관리공단","http://bus.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://greenhall.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://marinepark.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://maritimeschool.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://monorail.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://mssenior.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://senior.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://shooting.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://tennis.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://urinuri.cwsisul.or.kr","2012-03-29"
"창원시시설관리공단","http://westsports.cwsisul.or.kr","2012-03-29"
"한국저작권위원회","http://cros.or.kr","2012-03-29"
"한국전기공사협회","http://www.keca.or.kr","2012-03-29"
"서울특별시 서울시립대학교","http://cec.uos.ac.kr","2012-03-29"
"경상남도 밀양시","http://aml.miryang.go.kr","2012-03-29"
"대구광역시","http://www.daeguartmuseum.org","2012-03-29"
"전라남도","http://www.jnfarmtour.net","2012-03-29"
"전라남도","http://job.jeonnam.go.kr","2012-03-29"
"국토해양부","http://www.gcts.go.kr","2012-03-29"
"광주광역시교육청 광주광역시교육정보원","http://speer.ms.kr","2012-03-29"
"군포시시설관리공단","http://gunpocs.or.kr","2012-03-29"
"국회 국회입법조사처","http://www.nars.go.kr","2012-03-29"
"전라남도 순천시","http://bike.suncheon.go.kr","2012-03-29"
"한국방송통신대학교","http://ihc.knou.ac.kr","2012-03-29"
"전라남도 목포시","http://lifelong.mokpo.go.kr","2012-03-29"
"충청북도 청원군","http://purushop.com","2012-03-29"
"서울특별시 강남구","http://www.herstory.or.kr","2012-04-19"
"송파구시설관리공단","http://www.songpawoman.org","2012-04-19"
"창원시시설관리공단","http://cwstadium.cwsisul.or.kr","2012-04-19"
"서울특별시 강남구","http://ebook.gangnam.go.kr","2012-04-19"
"서울특별시 강남구","http://www.gnucr.org","2012-04-19"
"전라남도 장흥군","http://www.jhc.go.kr","2012-04-19"
"창원시시설관리공단","http://ucsenior.cwsisul.or.kr","2012-04-19"
"한국과학기술원(KAIST)","http://kara.kaist.ac.kr","2012-04-19"
"경기도 화성시","http://green.hscity.net","2012-04-19"
"충청남도 부여군","http://baekjein.kr","2012-04-19"
"경기도 여주군","http://culture.yjlib.go.kr","2012-04-19"
"기타","http://banner.icjgss.or.kr","2012-04-19"
"전라남도 순천시","http://bike.sc.go.kr","2012-04-19"
"건강보험분쟁조정위원회","http://hisimpan.mw.go.kr","2012-04-19"
"교육과학기술부 교육과학기술연수원","http://cyber.ssp.re.kr","2012-04-19"
"교육과학기술부 교육과학기술연수원","http://eduup.danjae.org","2012-04-19"
"교육과학기술부 교육과학기술연수원","http://hanbando.nest.go.kr","2012-04-19"
"교육과학기술부 교육과학기술연수원","http://study.jbedu.kr","2012-04-19"
"교육과학기술부 교육과학기술연수원","http://www.gneti.or.kr","2012-04-19"
"한국고용정보원","http://eps.go.kr","2012-04-19"
"서울특별시","http://donghaeng.seoul.kr","2012-04-19"
"교육과학기술부 교육과학기술연수원","http://www.neti.go.kr","2012-04-19"
"서울특별시 성북구 의회사무국","http://www.sbc.go.kr","2012-04-27"
"울산광역시교육청 울산광역시강남교육청","http://star.usgne.go.kr","2012-04-27"
"문화체육관광부 국립민속박물관","http://www.kidsnfm.go.kr","2012-04-27"
"충청북도 청원군","http://race.puru.net","2012-04-27"
"강원도 삼척시","http://eminwon.samcheok.go.kr","2012-05-04"
"서울특별시 강남구","http://gangnam.eminwon.seoul.kr","2012-05-04"
"경상북도 청도군","http://eminwon.cd.go.kr","2012-05-04"
"강원도 양양군","http://eminwon.yangyang.go.kr","2012-05-04"
"전라북도 고창군","http://eminwon.gochang.go.kr","2012-05-04"
"제주특별자치도","http://eminwon.jejusi.go.kr","2012-05-04"
"충청남도 당진군","http://eminwon.dangjin.go.kr","2012-05-04"
"강원도 춘천시","http://eminwon.chuncheon.go.kr","2012-05-04"
"서울특별시 송파구","http://songpa.eminwon.seoul.kr","2012-05-04"
"경기도 하남시","http://eminwon.hanam.gyeonggi.kr","2012-05-04"
"울산광역시","http://eminwon.ulsannamgu.go.kr","2012-05-04"
"전라남도 곡성군","http://eminwon.gokseong.go.kr","2012-05-04"
"충청남도 태안군","http://eminwon.taean.go.kr","2012-05-04"
"경기도 의정부시","http://eminwon.ui4u.net","2012-05-04"
"강원도 강릉시","http://eminwon.gangneung.go.kr","2012-05-04"
"경상북도 영덕군","http://eminwon.yd.go.kr","2012-05-04"
"전라남도 고흥군","http://eminwon.goheung.go.kr","2012-05-04"
"부산광역시 강서구","http://eminwon.bsgangseo.go.kr","2012-05-04"
"경상남도 하동군","http://eminwon.hadong.go.kr","2012-05-04"
"울산광역시","http://eminwon.bukgu.ulsan.kr","2012-05-04"
"인천광역시 서구","http://eminwon.seo.incheon.kr","2012-05-04"
"전라북도 장수군","http://eminwon.jangsu.go.kr","2012-05-04"
"경기도 여주군","http://eminwon.yeoju.go.kr","2012-05-04"
"충청남도 논산시","http://eminwon.nonsan21.net","2012-05-04"
"경기도 수원시","http://eminwon.suwon.go.kr","2012-05-04"
"강원도 양구군","http://eminwon.yanggu.gangwon.kr","2012-05-04"
"경상북도 안동시","http://eminwon.andong.go.kr","2012-05-04"
"서울특별시 성북구","http://seongbuk.eminwon.seoul.kr","2012-05-04"
"충청남도 공주시","http://eminwon.gongju.go.kr","2012-05-04"
"경기도 오산시","http://eminwon.osan.go.kr","2012-05-04"
"강원도 고성군","http://eminwon.goseong.org","2012-05-04"
"광주광역시 동구","http://eminwon.donggu.gwangju.kr","2012-05-04"
"경상북도 의성군","http://eminwon.uiseong.go.kr","2012-05-04"
"대전광역시 대덕구","http://eminwon.daedeok.go.kr","2012-05-04"
"전라남도 나주시","http://eminwon.naju.go.kr","2012-05-04"
"대구광역시 중구","http://eminwon.jung.daegu.kr","2012-05-04"
"전라북도 무주군","http://eminwon.muju.go.kr","2012-05-04"
"서울특별시 용산구","http://yongsan.eminwon.seoul.kr","2012-05-04"
"경기도 화성시","http://eminwon.hscity.net","2012-05-04"
"강원도 인제군","http://eminwon.inje.go.kr","2012-05-04"
"경기도 군포시","http://eminwon.gunpo.go.kr","2012-05-04"
"경기도 포천시","http://eminwon.pcs21.net","2012-05-04"
"서울특별시 동대문구","http://ddm.eminwon.seoul.kr","2012-05-04"
"서울특별시 중랑구","http://jungnang.eminwon.seoul.kr","2012-05-04"
"경상북도 성주군","http://eminwon.sj.go.kr","2012-05-04"
"광주광역시 광산구","http://eminwon.gwangsan.go.kr","2012-05-04"
"울산광역시 울주군","http://eminwon.ulju.ulsan.kr","2012-05-04"
"전라남도 보성군","http://eminwon.boseong.go.kr","2012-05-04"
"인천광역시 중구","http://eminwon.icjg.go.kr","2012-05-04"
"경기도 시흥시","http://eminwon.siheung.go.kr","2012-05-04"
"충청남도 천안시","http://eminwon.cheonan.go.kr","2012-05-04"
"충청남도 금산군","http://eminwon.geumsan.go.kr","2012-05-04"
"전라남도 무안군","http://eminwon.muan.go.kr","2012-05-04"
"전라북도 부안군","http://eminwon.buan.go.kr","2012-05-04"
"전라남도 진도군","http://eminwon.jindo.go.kr","2012-05-04"
"경상북도 봉화군","http://eminwon.bonghwa.go.kr","2012-05-04"
"충청남도 서천군","http://eminwon.seocheon.go.kr","2012-05-04"
"경상북도 고령군","http://eminwon.goryeong.go.kr","2012-05-04"
"강원도 영월군","http://eminwon.yw.go.kr","2012-05-04"
"서울특별시 성동구","http://seongdong.eminwon.seoul.kr","2012-05-04"
"전라남도 광양시","http://eminwon.gwangyang.go.kr","2012-05-04"
"강원도 횡성군","http://eminwon.hsg.go.kr","2012-05-04"
"인천광역시 옹진군","http://eminwon.ongjin.go.kr","2012-05-04"
"서울특별시 도봉구","http://dobong.eminwon.seoul.kr","2012-05-04"
"강원도 철원군","http://eminwon.cwg.go.kr","2012-05-04"
"충청남도 계룡시","http://eminwon.gyeryong.go.kr","2012-05-04"
"경기도 의왕시","http://eminwon.uiwng.go.kr","2012-05-04"
"전라북도 완주군","http://eminwon.wanju.go.kr","2012-05-04"
"경상북도 영양군","http://eminwon.yyg.go.kr","2012-05-04"
"충청남도 예산군","http://eminwon.yesan.go.kr","2012-05-04"
"경상남도 남해군","http://eminwon.namhae.go.kr","2012-05-04"
"충청남도 홍성군","http://eminwon.hongseong.go.kr","2012-05-04"
"경기도 성남시","http://eminwon.seongnam.go.kr","2012-05-04"
"경상남도 밀양시","http://eminwon.miryang.go.kr","2012-05-04"
"부산광역시 북구","http://eminwon.bsbukgu.go.kr","2012-05-04"
"경기도 연천군","http://eminwon.iyc21.net","2012-05-04"
"충청남도 보령시","http://eminwon.boryeong.chungnam.kr","2012-05-04"
"서울특별시 관악구","http://gwanakgu.eminwon.seoul.kr","2012-05-04"
"경상남도 함양군","http://eminwon.hygn.go.kr","2012-05-04"
"충청남도 서산시","http://eminwon.seosan.go.kr","2012-05-04"
"전라북도 전주시","http://eminwon.jeonju.go.kr","2012-05-04"
"전라남도 여수시","http://eminwon.yeosu.go.kr","2012-05-04"
"서울특별시 서초구","http://seocho.eminwon.seoul.kr","2012-05-04"
"경상남도 김해시","http://eminwon.gimhae.go.kr","2012-05-04"
"경기도 고양시","http://eminwon.goyang.go.kr","2012-05-04"
"부산광역시 해운대구","http://eminwon.haeundae.go.kr","2012-05-04"
"경기도 파주시","http://eminwon.paju.go.kr","2012-05-04"
"경기도 평택시","http://eminwon.pyeongtaek.go.kr","2012-05-04"
"부산광역시 금정구","http://eminwon.geumjeong.go.kr","2012-05-04"
"전라남도 영광군","http://eminwon.yeonggwang.jeonnam.kr","2012-05-04"
"부산광역시 사상구","http://eminwon.sasang.go.kr","2012-05-04"
"대구광역시 수성구","http://eminwon.suseong.kr","2012-05-04"
"경기도 김포시","http://eminwon.gimpo.go.kr","2012-05-04"
"강원도 화천군","http://eminwon.ihc.go.kr","2012-05-04"
"경기도 안산시","http://eminwon.iansan.net","2012-05-04"
"경상북도 울진군","http://eminwon.uljin.go.kr","2012-05-04"
"서울특별시 종로구","http://jongno.eminwon.seoul.kr","2012-05-04"
"대구광역시 북구","http://eminwon.buk.daegu.kr","2012-05-04"
"경기도 부천시","http://eminwon.bucheon.go.kr","2012-05-04"
"부산광역시 수영구","http://eminwon.suyeong.go.kr","2012-05-04"
"부산광역시 남구","http://eminwon.bsnamgu.go.kr","2012-05-04"
"부산광역시 서구","http://eminwon.bsseogu.go.kr","2012-05-04"
"전라남도 구례군","http://eminwon.gurye.go.kr","2012-05-04"
"부산광역시 기장군","http://eminwon.gijang.go.kr","2012-05-04"
"경상북도 포항시","http://eminwon.pohang.go.kr","2012-05-04"
"서울특별시 강북구","http://gangbuk.eminwon.seoul.kr","2012-05-04"
"서울특별시 강서구","http://gangseo.eminwon.seoul.kr","2012-05-04"
"경기도 광주시","http://eminwon.gjcity.go.kr","2012-05-04"
"인천광역시 강화군","http://eminwon.ganghwa.incheon.kr","2012-05-04"
"경기도 과천시","http://eminwon.gccity.go.kr","2012-05-04"
"전라북도 익산시","http://eminwon.iksan.go.kr","2012-05-04"
"대전광역시 유성구","http://eminwon.yuseong.go.kr","2012-05-04"
"대전광역시 동구","http://eminwon.donggu.go.kr","2012-05-04"
"인천광역시 남동구","http://eminwon.namdong.go.kr","2012-05-04"
"전라남도 함평군","http://eminwon.hampyeong.go.kr","2012-05-04"
"서울특별시 양천구","http://yangcheon.eminwon.seoul.kr","2012-05-04"
"경상북도 예천군","http://eminwon.yecheon.go.kr","2012-05-04"
"대구광역시 서구","http://eminwon.dgs.go.kr","2012-05-04"
"경기도 동두천시","http://eminwon.ddc21.net","2012-05-04"
"경기도 구리시","http://eminwon.guri.go.kr","2012-05-04"
"경상남도 양산시","http://eminwon.yangsan.go.kr","2012-05-04"
"경상북도 영천시","http://eminwon.yc.go.kr","2012-05-04"
"강원도 속초시","http://eminwon.sokcho.gangwon.kr","2012-05-04"
"전라남도 영암군","http://eminwon.yeongam.go.kr","2012-05-04"
"부산광역시 부산진구","http://eminwon.busanjin.go.kr","2012-05-04"
"강원도","http://eminwon.pyeongchang.gangwon.kr","2012-05-04"
"경상남도 진주시","http://eminwon.jinju.go.kr","2012-05-04"
"인천광역시 계양구","http://eminwon.gyeyang.go.kr","2012-05-04"
"충청북도 진천군","http://eminwon.jincheon.go.kr","2012-05-04"
"인천광역시","http://eminwon.namgu.incheon.kr","2012-05-04"
"대구광역시 남구","http://eminwon.nam.daegu.kr","2012-05-04"
"서울특별시 강동구","http://gd.eminwon.seoul.kr","2012-05-04"
"광주광역시","http://eminwon.namgu.gwangju.kr","2012-05-04"
"대구광역시 달성군","http://eminwon.dalseong.daegu.kr","2012-05-04"
"대전광역시 서구","http://eminwon.seogu.go.kr","2012-05-04"
"부산광역시 동구","http://eminwon.bsdonggu.go.kr","2012-05-04"
"서울특별시 서대문구","http://seodaemun.eminwon.seoul.kr","2012-05-04"
"경기도 광명시","http://eminwon.gm.go.kr","2012-05-04"
"충청북도 옥천군","http://eminwon.oc.go.kr","2012-05-04"
"경기도 양주시","http://eminwon.yj.go.kr","2012-05-04"
"경기도 이천시","http://eminwon.icheon.go.kr","2012-05-04"
"충청남도 청양군","http://eminwon.cheongyang.go.kr","2012-05-04"
"충청북도 영동군","http://eminwon.yeongdong.chungbuk.kr","2012-05-04"
"경상북도 경주시","http://eminwon.gyeongju.go.kr","2012-05-04"
"대구광역시 달서구","http://eminwon.dalseo.daegu.kr","2012-05-04"
"강원도 태백시","http://eminwon.taebaek.go.kr","2012-05-04"
"경상남도 창원시","http://eminwon.changwon.go.kr","2012-05-04"
"경상북도 청송군","http://eminwon.cs.go.kr","2012-05-04"
"전라북도 김제시","http://eminwon.gimje.go.kr","2012-05-04"
"세종특별자치시","http://eminwon.sejong.go.kr","2012-05-04"
"전라남도 순천시","http://eminwon.suncheon.go.kr","2012-05-04"
"경상북도 문경시","http://eminwon.mg21.go.kr","2012-05-04"
"전라남도 강진군","http://eminwon.gangjin.go.kr","2012-05-04"
"경기도 용인시","http://eminwon.yongin.go.kr","2012-05-04"
"부산광역시 동래구","http://eminwon.dongnae.go.kr","2012-05-04"
"전라북도 순창군","http://eminwon.sunchang.go.kr","2012-05-04"
"부산광역시 사하구","http://eminwon.saha.go.kr","2012-05-04"
"경상북도 김천시","http://eminwon.gc.go.kr","2012-05-04"
"충청남도","http://eminwon.asan.go.kr","2012-05-04"
"대구광역시 서구","http://eminwon.seogu.daegu.kr","2012-05-04"
"전라남도 장성군","http://eminwon.jangseong.go.kr","2012-05-04"
"광주광역시 서구","http://eminwon.seogu.gwangju.kr","2012-05-04"
"대구광역시 동구","http://eminwon.dong.daegu.kr","2012-05-04"
"충청북도 청주시","http://eminwon.cheongju.go.kr","2012-05-04"
"충청북도 증평군","http://eminwon.cbjp21.net","2012-05-04"
"경상남도 합천군","http://eminwon.hc.go.kr","2012-05-04"
"인천광역시 연수구","http://eminwon.yeonsu.go.kr","2012-05-04"
"부산광역시 연제구","http://eminwon.yeonje.go.kr","2012-05-04"
"부산광역시 중구","http://eminwon.bsjunggu.go.kr","2012-05-04"
"경상북도 구미시","http://eminwon.gumi.go.kr","2012-05-04"
"경상남도 산청군","http://eminwon.sancheong.go.kr","2012-05-04"
"울산광역시","http://eminwon.donggu.ulsan.kr","2012-05-04"
"부산광역시 영도구","http://eminwon.yeongdo.go.kr","2012-05-04"
"충청북도 충주시","http://eminwon.cj100.net","2012-05-04"
"전라남도 해남군","http://eminwon.haenam.go.kr","2012-05-04"
"충청북도 제천시","http://eminwon.jecheon.chungbuk.kr","2012-05-04"
"서울특별시","http://junggu.eminwon.seoul.kr","2012-05-04"
"전라남도 화순군","http://eminwon.hwasun.go.kr","2012-05-04"
"충청남도","http://eminwon.buyeo.go.kr","2012-05-04"
"충청북도 단양군","http://eminwon.dy21.net","2012-05-04"
"울산광역시 중구","http://eminwon.junggu.ulsan.kr","2012-05-04"
"경상남도 사천시","http://eminwon.sacheon.go.kr","2012-05-04"
"전라남도 담양군","http://eminwon.damyang.jeonnam.kr","2012-05-04"
"서울특별시 금천구","http://geumcheon.eminwon.seoul.kr","2012-05-04"
"인천광역시 부평구","http://eminwon.icbp.go.kr","2012-05-04"
"경상북도 경산시","http://eminwon.gyeongsan.go.kr","2012-05-04"
"전라북도 정읍시","http://eminwon.jeongeup.go.kr","2012-05-04"
"경기도 안성시","http://eminwon.anseong.go.kr","2012-05-04"
"전라남도 장흥군","http://eminwon.jangheung.go.kr","2012-05-04"
"경상남도 함안군","http://eminwon.haman.go.kr","2012-05-04"
"충청북도 괴산군","http://eminwon.goesan.go.kr","2012-05-04"
"경기도 가평군","http://eminwon.ga21.net","2012-05-04"
"전라남도 목포시","http://eminwon.mokpo.go.kr","2012-05-04"
"경상남도 창녕군","http://eminwon.cng.go.kr","2012-05-04"
"강원도 정선군","http://eminwon.jeongseon.go.kr","2012-05-04"
"경상남도 통영시","http://eminwon.tongyeong.go.kr","2012-05-04"
"서울특별시 구로구","http://eminwon.guro.go.kr","2012-05-04"
"충청북도 음성군","http://eminwon.eumseong.go.kr","2012-05-04"
"서울특별시 은평구","http://eunpyeong.eminwon.seoul.kr","2012-05-04"
"경상남도 거창군","http://eminwon.geochang.go.kr","2012-05-04"
"경기도 양평군","http://eminwon.yp21.net","2012-05-04"
"전라남도 완도군","http://eminwon.wando.go.kr","2012-05-04"
"서울특별시 마포구","http://mapo.eminwon.seoul.kr","2012-05-04"
"대전광역시 중구","http://eminwon.djjunggu.go.kr","2012-05-04"
"강원도 동해시","eminwon.dh.go.kr","2012-05-04"
"경상남도 고성군","http://eminwon.goseong.go.kr","2012-05-04"
"경기도 남양주시","http://eminwon.nyj.go.kr","2012-05-04"
"광주광역시 북구","http://eminwon.bukgu.gwangju.kr","2012-05-04"
"강원도 홍천군","http://eminwon.hongcheon.gangwon.kr","2012-05-04"
"경상남도 거제시","http://eminwon.geoje.go.kr","2012-05-04"
"제주특별자치도 서귀포시","http://eminwon.seogwipo.go.kr","2012-05-04"
"경상남도 의령군","http://eminwon.uiryeong.go.kr","2012-05-04"
"전라북도 임실군","http://eminwon.imsil.go.kr","2012-05-04"
"서울특별시 동작구","http://dongjak.eminwon.seoul.kr","2012-05-04"
"서울특별시 노원구","http://nowon.eminwon.seoul.kr","2012-05-04"
"경상북도 군위군","http://eminwon.gunwi.go.kr","2012-05-04"
"서울특별시 광진구","http://gwangjin.eminwon.seoul.kr","2012-05-04"
"전라북도 군산시","http://eminwon.gunsan.go.kr","2012-05-04"
"경상북도 울릉군","http://eminwon.ulleung.go.kr","2012-05-04"
"강원도 원주시","http://eminwon.wonju.go.kr","2012-05-04"
"경상북도 영주시","http://eminwon.yeongju.go.kr","2012-05-04"
"충청북도 보은군","http://eminwon.boeun.chungbuk.kr","2012-05-04"
"인천광역시 동구","http://eminwon.icdonggu.go.kr","2012-05-04"
"서울특별시 영등포구","http://yeongdeungpo.eminwon.seoul.kr","2012-05-04"
"경상북도 칠곡군","http://eminwon.chilgok.go.kr","2012-05-04"
"경기도 안양시","http://eminwon.anyang.go.kr","2012-05-04"
"경상북도 상주시","http://eminwon.sangju.go.kr","2012-05-04"
"전라북도 진안군","http://eminwon.jinan.go.kr","2012-05-04"
"광주광역시 동구","http://bogun.donggu.kr","2012-05-11"
"서울특별시 용산구 주민생활지원국 가정복지과","http://www.yongsan-toy.or.kr","2012-05-11"
"한국기업데이터주식회사","http://www.kreport.co.kr","2012-05-11"
"서울특별시 성북구","https://lib.seongbuk.go.kr","2012-05-11"
"기타","http://www.kohom.co.kr","2012-05-17"
"서울여자대학교","http://swell.swu.ac.kr","2012-05-17"
"교육과학기술부 교육과학기술연수원","http://cyber.teti.or.kr","2012-05-17"
"부산광역시교육청","http://bsafterschool.pen.go.kr","2012-05-17"
"한국직업능력개발원","http://www.nhrd.net","2012-05-17"
"강남구도시관리공단","http://cna.gncity.or.kr","2012-05-17"
"서울특별시은평구시설관리공단","http://eunpyeong.park119.or.kr","2012-05-17"
"고양시시설관리공단","http://spart.gys.or.kr","2012-05-17"
"환경부","http://eiass.go.kr","2012-05-25"
"전라남도 보성군","http://tbsm.boseong.go.kr","2012-05-25"
"전라남도 보성군","http://www.jeamsan.go.kr","2012-05-25"
"기타","http://www.fira.or.kr","2012-05-25"
"기타","http://pajuyouth.or.kr","2012-05-25"
"원자력안전 위원회","http://www.neps.go.kr","2012-05-25"
"국민안전처","http://cyber.ndti.go.kr","2012-05-25"
"한국시설안전공단","http://www.fms.or.kr","2012-06-01"
"경상남도교육청 경상남도산청교육청","http://gifted.gnsche.go.kr","2012-06-01"
"경상남도교육청 경상남도산청교육청","http://special.gnsche.go.kr","2012-06-01"
"강서구시설관리공단","http://www.gssi.or.kr","2012-06-01"
"창원시시설관리공단","http://sangbok.cwsisul.or.kr","2012-06-07"
"충청남도교육청 충청남도교육연구정보원","http://tts.edus.or.kr","2012-06-07"
"제주산업정보대학","http://jejuiu.ac.kr","2012-06-07"
"송파구시설관리공단","http://www.esongpa.or.kr","2012-06-07"
"전라남도 보성군","http://www.greenbs.kr","2012-06-07"
"충청북도 청원군","http://museum.puru.net","2012-06-07"
"울산광역시","http://council.bukgu.ulsan.kr","2012-06-07"
"서울예술단","http://www.spac.or.kr","2012-06-14"
"충청남도교육청 충청남도금산교육청 금산도서관","http://www.kslib.or.kr","2012-06-14"
"경기도교육청 수원하이텍고등학교","http://sht.hs.kr","2012-06-14"
"경기도교육청","http://schoollunch.goe.go.kr","2012-06-14"
"경기도교육청","http://www.pjsg.hs.kr","2012-06-14"
