"기관명","홈페이지주소","오픈일자"
"한국수자원공사","http://m.riverguide.go.kr","2013-11-14"
"기타","http://www.ayac.or.kr","2013-11-14"
"부산광역시 남구","http://www.namgusports.or.kr","2013-11-14"
"전라북도 진안군","http://tour.jinan.go.kr","2013-11-21"
"한국생산기술연구원","http://astec.kitech.re.kr","2013-11-21"
"(재)한국농림수산정보센터","http://market.okdab.com","2013-11-21"
"경기도교육청 경기도평택교육청","http://www.eunhye.ms.kr","2013-11-21"
"경기도교육청 경기도평택교육청","http://www.hongwon.es.kr","2013-11-21"
"경기도교육청 경기도평택교육청","http://www.songbuk.es.kr","2013-11-21"
"경기도교육청 경기도평택교육청","http://www.buyung.es.kr","2013-11-21"
"경기도교육청 경기도평택교육청","http://www.pt-kyesung.es.kr","2013-11-21"
"경상남도 하동군","http://www.hdcl.go.kr","2013-11-28"
"충청남도 계룡시","http://ac.gyeryong.go.kr","2013-11-28"
"문화체육관광부 국립중앙박물관","http://naju.museum.go.kr","2013-11-28"
"중앙선거관리위원회","http://priceinfo.nec.go.kr","2013-11-28"
"충청남도교육청 충청남도서산교육청 서산해미도서관","http://www.shlib.or.kr","2013-11-28"
"경기도 수원시","http://ite.suwon.go.kr","2013-12-05"
"전라남도 행정지원국 행복마을과","http://happyvil.net","2013-12-05"
"축산물등급판정소","http://www.ekapepia.com","2013-12-05"
"한국간행물윤리위원회","http://www.kpipa.or.kr","2013-12-05"
"강원도 평창군","http://health700.go.kr","2013-12-05"
"경기도교육청 경기도수원교육청","http://gokjeong.es.kr","2013-12-05"
"동양미래대학","http://sso.dongyang.ac.kr","2013-12-05"
"한국생명공학연구원","http://equip.kribb.re.kr","2013-12-05"
"경상남도 사천시","http://4000apt.com","2013-12-12"
"구로문화재단","http://www.guroartsvalley.or.kr","2013-12-12"
"기장군도시관리공단","http://jgpark.gijangcmc.or.kr","2013-12-19"
"기장군도시관리공단","http://jgspo.gijangcmc.or.kr","2013-12-19"
"기장군도시관리공단","http://cmspo.gijangcmc.or.kr","2013-12-19"
"기장군도시관리공단","http://jaspo.gijangcmc.or.kr","2013-12-19"
"기장군도시관리공단","http://gmspo.gijangcmc.or.kr","2013-12-19"
"강원도 춘천시","http://water.chuncheon.go.kr","2013-12-19"
"한국한의학연구원","http://standard.kiom.re.kr","2013-12-19"
"기타","http://www.kculture.or.kr","2013-12-19"
"서울특별시","http://seoulnet.eseoul.go.kr","2013-12-19"
"소방방재청 중앙소방학교","http://www.119gosi.kr","2013-12-26"
"한국환경산업기술원","http://recruit.keiti.re.kr","2013-12-26"
"농림축산식품부 농식품공무원교육원","http://www.ati.go.kr","2013-12-26"
"한국직업능력개발원","http://www.pqidb.or.kr","2013-12-26"
"한국환경산업기술원","http://ecoservice.keiti.re.kr","2013-12-26"
"한국생산성본부","http://www.klancer.or.kr","2013-12-26"
"경기도교육청 경기도부천교육청 부천부곡중학교","http://bugok.or.kr","2013-12-26"
"경기도교육청 경기도부천교육청 부천남중학교","http://namj.ms.kr","2013-12-26"
"대구광역시 수성구 수성아트피아","http://www.ssartpia.kr","2013-12-26"
"법제처","http://www.lawmaking.go.kr","2014-01-02"
"대통령경호실","http://www.pss.go.kr","2014-01-02"
"안전행정부 소청심사위원회","http://sochung.mospa.go.kr","2014-01-02"
"(재)한국농림수산정보센터","http://www.agripr.kr","2014-01-09"
"경기도 평택시","http://womenhall.pyeongtaek.go.kr","2014-01-09"
"서울특별시 송파구","http://council.songpa.go.kr","2014-01-09"
"관세청","http://portal.customs.go.kr","2014-01-09"
"기타","http://ipol.kicce.re.kr","2014-01-16"
"기타","http://kicce.re.kr","2014-01-16"
"충청남도개발공사","http://www.cndc.kr","2014-01-16"
"한국도로공사","http://data.ex.co.kr","2014-01-16"
"문화체육관광부 국립중앙박물관 대구박물관","http://daegu.museum.go.kr","2014-01-16"
"경기도 안산시","http://www.awcc.or.kr","2014-01-16"
"경기도 안산시","http://its.iansan.net","2014-01-16"
"기타","http://panel.kicce.re.kr","2014-01-23"
"한국환경산업기술원","http://gmc.greenproduct.go.kr","2014-01-23"
"통계청","http://kostat.go.kr/shopmall","2014-01-23"
"한국행정연구원","http://survey.kipa.re.kr","2014-01-23"
"식품의약품안전처","http://ccfsm.foodnara.go.kr","2014-01-23"
"광주광역시교육청","http://giganje.gen.go.kr","2014-01-29"
"경기도 남양주시 농업기술센터","http://nais.nyj.go.kr","2014-01-29"
"해군사관학교","http://211.57.214.155","2014-02-06"
"농림축산식품부 농림축산검역본부","http://www.animal.go.kr","2014-02-06"
"경기도","http://gil.gg.go.kr","2014-02-13"
"전라북도","https://bojo.jeonbuk.go.kr","2014-02-20"
"서울특별시교육청","http://rfp.sen.go.kr","2014-02-27"
"광주광역시 광산구","http://edu.gwangsan.go.kr","2014-02-27"
"한국외국어대학교","http://eclass2.hufs.ac.kr:8181","2014-02-27"
"전라북도교육청 전라북도군산교육청","http://jbkspecial.jbgse.kr","2014-03-06"
"충청남도교육청 충청남도천안교육청","http://caesec.cncae.go.kr","2014-03-06"
"경기도 광명시 지식정보사업소 평생학습청소년과","http://lll.gm.go.kr","2014-03-06"
"경기도교육청 경기도성남교육청","http://www.snysk.kg.kr","2014-03-13"
"기타","http://211.192.144.92","2014-03-13"
"경기도교육청 경기도양평교육청 용문초등학교","http://www.ymedu.es.kr","2014-03-13"
"경기도교육청 경기도양평교육청 원덕초등학교","http://www.wondok.es.kr","2014-03-13"
"경상남도","http://hrd.gntp.or.kr","2014-03-13"
"광주광역시교육청 광주광역시교육정보원","http://k-dd.hs.kr","2014-03-20"
"부산광역시","http://council.dongnae.go.kr","2014-03-20"
"경기도 부천시","http://council.bucheon.go.kr","2014-03-20"
"부산광역시 연제구 자치행정국 문화공보과","http://sports.yeonje.go.kr","2014-03-20"
"부산광역시 금정구","http://www.gjsports.or.kr","2014-03-27"
"전라북도","http://idea.jb.go.kr","2014-03-27"
"한국환경산업기술원","http://support.keiti.re.kr","2014-03-27"
"경기도교육청 경기도성남교육청","http://www.snys.es.kr","2014-03-27"
"경기도교육청 경기도양평교육청 양평중학교","http://myschool.ms.kr","2014-03-27"
"기타","http://happyapt.molit.go.kr","2014-04-03"
"경상북도 의성군","http://bojo.usc.go.kr","2014-04-03"
"경기도교육청 경기도양평교육청 양수초등학교","http://yangsu.es.kr","2014-04-03"
"한국한의학연구원","http://yesme.kiom.re.kr","2014-04-03"
"대구광역시","http://www.daegucitizenhall.org","2014-04-03"
"경기도교육청 경기도성남교육청","http://dolma.es.kr","2014-04-10"
"대구광역시교육청","http://dggec.kr","2014-04-10"
"광주광역시 남구","http://lib.namgu.gwangju.kr","2014-04-10"
"광주광역시 시립도서관","http://gwangjusl.kr","2014-04-10"
"광주광역시 광산구","http://lib.gwangsan.go.kr","2014-04-10"
"광주광역시교육청","http://after.gen.go.kr","2014-04-10"
"부산광역시","http://library.suyeong.go.kr","2014-04-17"
"기타","http://tong.daegu.go.kr","2014-04-17"
"부산광역시교육청 부산-기타학교","http://eapc.pen.go.kr","2014-04-17"
"울산광역시남구도시관리공단","http://park.ulsannamgu.go.kr","2014-04-17"
"경기도교육청 경기도양평교육청 서종초등학교정배분교장","http://jungbae.es.kr","2014-04-17"
"경기도 수원시","http://ggmuseum.suwon.go.kr","2014-04-24"
"경기도교육청 경기도수원교육청 효동초등학교","http://www.hyodong.es.kr","2014-04-24"
"전라북도교육청 전라북도군산교육청","http://job.jbgse.kr","2014-04-24"
"경기관광공사","http://ggtour.or.kr","2014-05-07"
"경기도 용인시","http://jachi.giheunggu.go.kr","2014-05-07"
"경상남도교육청 경상남도교육연구정보원","http://ien.gnedu.net","2014-05-08"
"광주광역시","http://elearning.gwangju.go.kr","2014-05-08"
"광주광역시교육청 광주광역시교육과학연구원","http://gise.gen.go.kr","2014-05-08"
"전라남도 순천시","http://garden.sc.go.kr","2014-05-08"
"농촌진흥청 국립농업과학원","http://nabic.rda.go.kr","2014-05-08"
"부산광역시","http://dynamice.busan.go.kr","2014-05-15"
"충청남도교육청","http://www.cnsa.hs.kr","2014-05-15"
"경기도 구리시","http://multisc.or.kr","2014-05-15"
"경상북도 의성군","http://jmgmuseum.usc.go.kr","2014-05-15"
"국민권익위원회","https://1398.acrc.go.kr","2014-05-22"
"안동대학교","http://icc.andong.ac.kr","2014-05-22"
"숙명여자대학교","http://snowe.sookmyung.ac.kr","2014-05-22"
"한국환경산업기술원","http://www.gbc.re.kr","2014-05-22"
"경기도교육청 경기도양평교육청","http://after.goeyp.kr","2014-05-29"
"충청북도교육청","http://cbebr.go.kr","2014-06-05"
"대구광역시 수성구","http://www.suseong1388.or.kr","2014-06-05"
"경상남도 창원시","http://csec.changwon.go.kr/index.php","2014-06-05"
"한국과학기술정보연구원","http://hra.kisti.re.kr","2014-06-05"
"목포대학교","http://gsit.mokpo.ac.kr","2014-06-12"
"문화체육관광부 기획조정실 정책기획관 정보통계담당관","http://m.mcst.go.kr","2014-06-12"
"포항대학","http://anytime.pohang.ac.kr","2014-06-12"
"기타","http://www.e-store365.or.kr","2014-06-12"
"제주대학교 산학협력단","https://iucf.jejunu.ac.kr:446","2014-06-19"
"경기도교육청 경기도성남교육청","http://jungtap.es.kr","2014-06-19"
"기장군도시관리공단","http://recycling.gijangcmc.or.kr","2014-06-19"
"경기도 광명시","http://camp.gm.go.kr","2014-06-26"
"경상대학교","http://e4edu.com","2014-06-26"
"서울특별시교육청","http://book.sen.go.kr","2014-06-26"
"강원도 강릉시","http://www.gyouth.kr","2014-07-03"
"제주특별자치도교육청 제주국제교육정보원","http://smart.edujeju.net","2014-07-03"
"제주특별자치도교육청","http://eduse.jje.go.kr","2014-07-03"
"전라남도 해양바이오연구원 섬진강어류생태관","http://sjfish.jeonnam.go.kr","2014-07-03"
"경상북도 성주군","http://www.dokyong.go.kr","2014-07-10"
"경기도 남양주시","http://www.nyjc.go.kr","2014-07-10"
"전라북도교육청","http://jinro.jbe.go.kr","2014-07-10"
"경기도교육청 경기도광주하남교육청","http://www.msgb.ms.kr","2014-07-17"
"경기도교육청 경기도광주하남교육청","http://www.misa.es.kr","2014-07-17"
"광주광역시교육청","http://forteacher.gen.go.kr","2014-07-17"
"부산광역시","http://www.nakdongcamping.com","2014-07-17"
"경상북도 예천군","http://edu.ycg.kr","2014-07-17"
"부산광역시 연제구 자치행정국 평생학습과","http://library.yeonje.go.kr","2014-07-23"
"전라남도","http://wando-arboretum.go.kr","2014-07-23"
"충청북도교육청 충청북도학생외국어교육원","http://www.cbflis.go.kr","2014-07-23"
"강원도 태백시 의회사무과","http://council.taebaek.go.kr","2014-07-31"
"전라남도 나주시","http://council.naju.go.kr","2014-07-31"
"경상남도교육청","http://www.ghkidsee.or.kr","2014-07-31"
"구로구시설관리공단","http://www.sindorim-sc.or.kr","2014-07-31"
"기타","http://www.kdia.or.kr","2014-07-31"
"전라남도","http://jnfarm.jeonnam.go.kr","2014-07-31"
"전라남도","http://www.jmfsm.or.kr","2014-07-31"
"연천군시설관리공단","http://www.theonnuri.or.kr","2014-08-07"
"서울특별시 은평구","http://www.epmjuccic.co.kr","2014-08-07"
"서울특별시 서대문구","http://www.sdmccic.or.kr","2014-08-07"
"한국정보문화진흥원","http://www.iapc.or.kr","2014-08-07"
"선린대학","http://www.sunlin.ac.kr","2014-08-07"
"대전광역시","http://tv.daejeon.go.kr","2014-08-07"
"한국생산성본부","https://www.topcit.or.kr","2014-08-07"
"전라남도","http://law.jeonnam.go.kr","2014-08-07"
"서울특별시 노원구","http://council.nowon.kr","2014-08-14"
"교육부","http://bizinfo.moe.go.kr","2014-08-14"
"기장군도시관리공단","http://parking.gijangcmc.or.kr","2014-08-14"
"한국생산성본부","http://apply.itq.or.kr","2014-08-14"
"대구광역시","http://www.donggucl.daegu.kr","2014-08-21"
"한국산업기술진흥원","http://www.matcenter.org","2014-08-21"
"충청북도교육청 충청북도학생교육문화원","http://www.cbsec.go.kr","2014-08-21"
"경기도 의왕시","http://uwlib.or.kr","2014-08-21"
"경기도교육청 경기도부천교육청 상미초등학교","http://sangmi.es.kr","2014-08-21"
"경기도 이천시 농업기술센터","http://www.iatc.or.kr","2014-08-28"
"서울특별시 강서구","http://www.gskids.or.kr","2014-08-28"
"보건복지가족부","http://cpms.childcare.go.kr","2014-08-28"
"전라남도 보성군","http://festival.boseong.go.kr","2014-08-28"
"대한상공회의소","http://license.korcham.net","2014-08-28"
"한국우편물류지원단","http://www.pola.or.kr","2014-09-04"
"대전광역시 서구 의회사무국","http://www.seogucouncil.daejeon.kr","2014-09-04"
"강원도 고성군","http://council.goseong.org","2014-09-04"
"경기도교육청 경기도광주하남교육청","http://msgb.es.kr","2014-09-04"
"광주광역시교육청","http://enews.gen.go.kr","2014-09-04"
"충청북도 단양군 의회사무과","http://www.dycc.net","2014-09-04"
"한국교육개발원","http://manage.wee.go.kr","2014-09-04"
"경기도 고양시","http://apt.goyang.go.kr","2014-09-04"
"한국생산성본부","http://smhrd.kpc.or.kr","2014-09-04"
"대법원 법원행정처","http://pro-se.scourt.go.kr","2014-09-04"
"대법원 법원행정처","http://ecfs.scourt.go.kr","2014-09-04"
"중앙선거관리위원회","http://museum.nec.go.kr","2014-09-04"
"전라남도 해남군","http://council.haenam.go.kr","2014-09-11"
"충청북도 충주시","http://toji.cj100.net","2014-09-12"
"교육부","http://www.ggoomgil.go.kr","2014-09-18"
"경기도교육청 하남고등학교","http://www.hanam.hs.kr","2014-09-18"
"경상북도 영주시","http://council.yeongju.go.kr","2014-09-25"
"안동시시설관리공단","http://www.danhosand.or.kr","2014-09-25"
"경기도교육청 경기도성남교육청 성남서초등학교","http://www.seongnamseo.es.kr","2014-10-02"
"서울특별시 마포구","http://lll.mapo.go.kr","2014-10-02"
"충청남도 청양군","http://www.cylove.kr","2014-10-02"
"해양수산부 국립수산과학원","http://www.sealife.go.kr","2014-10-16"
"통일부","http://library.unikorea.go.kr","2014-10-16"
"문화체육관광부 국립중앙도서관","http://edu.nl.go.kr","2014-10-16"
"전라남도 목포시","http://www.mokpocitylib.or.kr","2014-10-16"
"전라북도 김제시","http://refarm.gimje.go.kr","2014-10-16"
"별정우체국연합회","http://cs.popa.or.kr","2014-10-16"
"경기도 부천시","http://ojeongleports.bucheon.go.kr","2014-10-16"
"경기도교육청 경기도평택교육청","http://www.chijang.es.kr","2014-10-16"
"충청남도 예산군","http://www.ysplib.go.kr","2014-10-16"
"문화체육관광부","http://csv.culture.go.kr","2014-10-23"
"서울특별시","http://cleanair.seoul.go.kr","2014-10-23"
"경상북도 구미시","http://www.gumissyouth.net","2014-10-23"
"울산광역시 동구","http://library.donggu.ulsan.kr","2014-10-23"
"제주국제자유도시개발센터","http://jdc-jam.com","2014-10-23"
"경희대학교","http://cce.khu.ac.kr","2014-10-23"
"경기도 이천시","http://tour.icheon.go.kr","2014-10-30"
"경기도 광명시","http://parent.gm.go.kr","2014-10-30"
"경기도교육청 경기도부천교육청 부천북중학교","http://puk.ms.kr","2014-10-30"
"경기도교육청 경기도군포의왕교육청","http://www.tundae.es.kr","2014-11-06"
"한국희귀의약품센타","http://www.kodc.or.kr","2014-11-06"
"경기도 광명시","http://bigclean.gm.go.kr","2014-11-06"
"한국출판문화산업진흥원","http://inmunac-kpipa.or.kr","2014-11-06"
"보건복지가족부 질병관리본부","http://nip.cdc.go.kr","2014-11-06"
"통일부","http://unifuture.unikorea.go.kr","2014-11-13"
"전라북도 완주군","http://englib.wanju.go.kr","2014-11-13"
"경상북도 포항시","http://phlib.or.kr","2014-11-13"
"전라북도 부안군","http://www.buanlibrary.or.kr","2014-11-13"
"서울특별시교육청","http://food.sen.go.kr","2014-11-13"
"강원도 원주시","http://tourism.wonju.go.kr","2014-11-27"
"인사혁신처","http://www.mpm.go.kr","2014-12-05"
"헌법재판소","http://law.ccourt.go.kr","2014-12-11"
"부산광역시교육청 부산광역시교육연구정보원","http://talent.busanedu.net","2014-12-18"
"부산광역시 시립미술관","http://art.busan.go.kr","2014-12-24"
"한국산업기술진흥원","http://globalchamp.or.kr","2014-12-24"
"기타","http://www.ygpa.or.kr","2014-12-24"
"서울특별시 중랑구","http://www.jungnanglib.seoul.kr","2014-12-24"
"광주광역시 북구","http://edu.bukgu.gwangju.kr","2014-12-24"
"충청북도 음성군","http://council.es21.net","2014-12-24"
"강원도 강릉시","http://gnhc.gn.go.kr","2015-01-08"
"경상남도 합천군","http://masilro.hc.go.kr","2015-01-08"
"한국환경공단","http://www.jeongseon.or.kr","2015-01-08"
"한국환경공단","http://www.yeongwol.or.kr","2015-01-08"
"경기도 광명시","http://tour.gm.go.kr","2015-01-15"
"강남구도시관리공단","http://kn.park119.net","2015-01-15"
"울산광역시 중구 건설도시국 교통행정과","http://park.junggu.ulsan.kr","2015-01-15"
"송파구시설관리공단","http://songpa.park119.co.kr/user/index.aspx","2015-01-15"
"충청북도 영동군","http://ydbb.yd21.go.kr","2015-01-22"
"강원도 원주시","http://happy.wonju.go.kr","2015-01-22"
"서울특별시 은평구","http://museum.ep.go.kr","2015-01-22"
"여성가족부","https://idolbom.mogef.go.kr","2015-01-22"
"기장군도시관리공단","http://worldcup.gijangcmc.or.kr","2015-01-29"
"구로구시설관리공단","http://www.parkguro.or.kr","2015-01-29"
"서울특별시 서초구 건설교통국 주차관리과","http://seocho.park119.or.kr","2015-01-29"
"서울특별시노원구시설관리공단","http://nowon.park119.or.kr","2015-02-05"
"환경부","http://eais.me.go.kr","2015-02-12"
"충청북도 괴산군","http://www.gsyuginong.com","2015-02-12"
"광주광역시 서구","http://www.seogu.gwangju.kr/seogubj","2015-02-12"
"전라남도","http://jninjae.or.kr","2015-02-12"
"성남도시개발공사","http://park.isdc.co.kr","2015-02-12"
"종로구시설관리공단","http://jongno.park119.co.kr","2015-02-12"
"서울특별시강동구도시관리공단","http://park.igangdong.or.kr","2015-02-12"
"대구광역시교육청 대구광역시교육연수원","http://gstation.dggec.kr","2015-02-24"
"서울특별시","http://www.seoulmaeul.org","2015-02-24"
"한국환경산업기술원","http://greencrm.keiti.re.kr","2015-03-03"
"경기도 시흥시","http://bike.siheung.go.kr","2015-03-03"
"경기도교육청 경기도교육정보기록원","http://edup.goe.go.kr","2015-03-10"
"경기도교육청 경기도양평교육청 용문중학교","http://www.ym.ms.kr","2015-03-16"
"경기도교육청 경기도양평교육청 양동중학교","http://www.ypyd.ms.kr","2015-03-16"
"대한법률구조공단","http://recruit.klac.or.kr","2015-03-16"
"대한지적공사","http://ebid.lx.or.kr","2015-03-16"
"충청남도교육청 충청남도천안교육청","http://after.cncae.go.kr","2015-03-23"
"한국산업기술진흥원","http://www.jobrestart.net","2015-03-23"
"한국보건의료연구원","http://nhta.neca.re.kr","2015-03-23"
"한국산업기술진흥원","http://www.worldclass300.or.kr","2015-03-23"
"문화체육관광부 국립중앙박물관","http://curator.emuseum.go.kr","2015-03-30"
"국민안전처","https://www.safetyguard.kr","2015-03-30"
"울산광역시교육청 울산광역시교육과학연구원","http://us.ulsanedu.kr","2015-04-06"
"강원도 춘천시","http://clean.chuncheon.go.kr","2015-04-06"
"충청남도 부여군","http://tour.buyeo.go.kr","2015-04-06"
"경기도교육청 경기도성남교육청","http://www.dochon.kg.kr","2015-04-13"
"경상남도교육청","http://www.gnise.kr","2015-04-13"
"경기도교육청 경기도성남교육청 송림중학교","http://www.songlimms.net","2015-04-21"
"인천국제공항공사","http://tsp.airport.kr","2015-04-21"
"소방방재청","http://www.safepeople.go.kr","2015-04-21"
"강원도 강릉시","http://www.gntoy.or.kr","2015-04-28"
"한밭대학교","http://placement.hanbat.ac.kr","2015-04-28"
"광주광역시교육청","http://bookmarathon.gen.go.kr","2015-04-28"
"기타","http://www.jejujlpt.or.kr","2015-04-28"
"경기도","http://youth.gjcity.go.kr","2015-04-28"
"부산광역시","http://etax.busan.go.kr","2015-05-06"
"부산광역시 강서구","http://lll.bsgangseo.go.kr","2015-05-06"
"서울신용보증재단","http://www.seoulsbdc.or.kr","2015-05-06"
"농림축산식품부 농림축산검역본부","http://www.pqis.go.kr","2015-05-13"
"한국교원대학교","http://tcie.knue.ac.kr","2015-05-13"
"서울대학교","http://aerospace.snu.ac.kr","2015-05-27"
"산림청","http://carbonregistry.forest.go.kr","2015-05-27"
"한국광기술원","http://www.kopti.re.kr","2015-05-28"
"한국교육과정평가원","http://alba.kice.re.kr","2015-05-28"
"충청북도 옥천군","http://ocmc.oc.go.kr","2015-05-28"
"강원도 인제군","http://sum.inje.go.kr","2015-06-02"
"통계청","http://www.census.go.kr","2015-06-02"
"기타","http://www.seis.or.kr","2015-06-02"
"기타","http://lib.seoul.go.kr","2015-06-09"
"경기도교육청 경기-기타학교","http://www.bp.es.kr","2015-06-09"
"전라북도 김제시 의회사무국","http://council.gimje.go.kr","2015-06-09"
"부산광역시 기장군","http://jgchildlib.gijang.go.kr:8085","2015-06-16"
"&#40;재&#41;한국농림수산정보센터","http://www.agriwork.kr","2015-06-16"
"경상북도 포항시","http://forest.ipohang.org","2015-06-23"
"국방부","http://data.mnd.go.kr","2015-06-23"
"대법원 법원행정처","http://www.courtauction.go.kr","2015-06-23"
"국방부","http://www.armywelfaregolf.mil.kr","2015-06-30"
"경기도교육청 경기도평택교육청 평일초등학교","http://pyung-il.es.kr","2015-06-30"
"전라북도 도립국악원","http://kukakwon.jb.go.kr","2015-07-07"
"경상남도교육청 경상남도교육연구정보원","http://gsmen.gne.go.kr","2015-07-14"
"경기도교육청 경기도평택교육청 현일초등학교","http://hyunil.es.kr","2015-07-14"
"대전광역시","http://dcu.dile.or.kr","2015-07-21"
"경기도교육청 경기도평택교육청 평택초등학교","http://www.pyongtaek.es.kr","2015-07-21"
"한국수자원공사","http://land.kwater.or.kr","2015-07-21"
"충청북도 영동군","http://gugak.yd21.go.kr","2015-07-27"
"식품의약품안전처","http://www.foodsafetykorea.go.kr","2015-07-27"
"국토해양부","http://bosang.nsdis.go.kr","2015-07-27"
"기획재정부","http://www.openfiscaldata.go.kr","2015-07-27"
"국토해양부","http://www.newjijuk.go.kr","2015-07-27"
"전라남도교육청 전라남도순천교육청","http://happyedu.sce.go.kr","2015-08-04"
"(재)한국농림수산정보센터","http://data.mafra.go.kr","2015-08-04"
"서울특별시 노원구","http://nwscc.or.kr","2015-08-04"
"농촌진흥청","http://atis.rda.go.kr","2015-08-04"
"한국환경공단","http://www.mecar.or.kr","2015-08-11"
"통계청","http://kssc.kostat.go.kr","2015-08-11"
"부산광역시교육청","http://emot.pen.go.kr","2015-08-18"
"서울특별시 서울대공원관리사업소","http://grandpark.seoul.go.kr","2015-08-18"
"서울특별시 송파구","http://www.splib.or.kr","2015-08-18"
"한국환경공단","http://www.srf-info.or.kr","2015-08-25"
"세종특별자치시","http://tax.sejong.go.kr","2015-08-25"
"충청북도 옥천군","http://ocjh.oc.go.kr","2015-09-01"
"기타","http://www.scnc.go.kr","2015-09-01"
"경기도교육청 경기도평택교육청 송탄중학교","http://songtan.ms.kr","2015-09-01"
"한국생산성본부","http://icdl.or.kr","2015-09-01"
"건강보험심사평가원","http://opendata.hira.or.kr/home.do","2015-09-08"
"경상북도교육청 경상북도상주교육청","http://www.sangju-e.go.kr","2015-09-08"
"해양수산부","http://stat.mof.go.kr","2015-09-08"
"서울특별시","http://cleanup.seoul.go.kr","2015-09-08"
"부산광역시교육청 부산광역시교육연구정보원","http://westudy.busanedu.net","2015-09-15"
"서울특별시 노원구","http://www.nise.kr","2015-09-15"
"경기도교육청 경기도수원교육청 화홍중학교","http://hwahong.ms.kr","2015-09-22"
"전라남도","http://www.hpcouncil.go.kr","2015-09-22"
"전라남도","http://solarsalt.jeonnam.go.kr","2015-09-22"
"경기도교육청 경기도수원교육청 고현초등학교","http://go-hyun.es.kr","2015-09-30"
"강원도 강릉시","http://gnart.gn.go.kr","2015-09-30"
"국민안전처 해양경비안전교육원","http://cc.kcg.go.kr","2015-09-30"
"한국지역정보개발원","http://www.localdata.kr","2015-09-30"
"경기도교육청 경기도수원교육청 매탄중학교","http://maetan.ms.kr","2015-10-06"
"경찰청","http://crims.police.go.kr","2015-10-06"
"기장군도시관리공단","http://welfare.gijangcmc.or.kr","2015-10-06"
"서울특별시","http://job.seoul.go.kr","2015-10-06"
"경기도교육청 경기도수원교육청 정자초등학교","http://jungja.es.kr","2015-10-13"
"강원도","http://trade.gwd.go.kr","2015-10-13"
"충청남도 서산시","http://culture.seosan.go.kr","2015-10-13"
"울산광역시 동구","http://photo.donggu.ulsan.kr","2015-10-20"
"광주광역시","http://518archives.go.kr","2015-10-20"
"인천광역시 중구","http://artcenter.icjg.go.kr","2015-10-20"
"경기도교육청 경기도교육정보기록원","http://goeia.go.kr","2015-10-27"
"기장군도시관리공단","http://nosasa.gijangcmc.or.kr","2015-10-27"
"구미1대학","http://gumi.ac.kr","2015-10-27"
"대전광역시 한밭도서관","http://www.u-library.kr","2015-11-03"
"경기도","http://traffic.uiwang.go.kr","2015-11-03"
"충청북도교육청","http://exp.cbiedu.go.kr","2015-11-03"
"충청남도 공주시","http://www.gongju.go.kr","2015-11-06"
"서울특별시 구로구","http://study.guro.go.kr","2015-11-10"
"전라남도 나주시","http://mall.naju.go.kr","2015-11-10"
"여성가족부","http://www.sexoffender.go.kr","2015-11-11"
"서울특별시교육청","http://www.sen.go.kr/crezone","2015-11-18"
"학교법인한국폴리텍","http://www.kopo.ac.kr","2015-11-18"
"서울특별시 서울시립대학교","http://portal.uos.ac.kr","2015-11-18"
"전라남도 화순군","http://healingfood.hwasun.go.kr","2015-11-25"
"농림수산식품부","http://rnd.ipet.re.kr/ipetUsr/index.jsp","2015-11-25"
"경기도교육청 경기도용인교육청","http://www.saebit.es.kr","2015-12-03"
"경기도교육청 경기도성남교육청 운중초등학교","http://www.uj.es.kr","2015-12-09"
"서울특별시 광진구","http://m.gwangjin.go.kr","2015-12-09"
"경상남도 고성군","http://www.goseong.go.kr","2015-12-21"
"경기도 용인시","http://sotong.yongin.go.kr","2015-12-22"
"경기도교육청 경기도수원교육청 남수원초등학교","http://namsuwon.es.kr","2015-12-22"
"경찰청","http://www.nuricops.org","2015-12-22"
"대구광역시 달성군 시설관리사업소","http://www.dssiseol.or.kr","2016-01-06"
"한국전문대학교육협의회","http://www.kcce.or.kr","2016-01-06"
"대림대학","http://pt.daelim.ac.kr","2016-01-06"
"기타","http://www.swbank.kr","2016-01-13"
"경기도교육청 경기도성남교육청 한솔초등학교","http://www.shs.es.kr","2016-01-13"
"중소기업청","http://www.k-startup.go.kr","2016-01-18"
"교원소청심사위원회","http://www.ace.go.kr","2016-01-18"
"경기도 동두천시","http://lib.ddc.go.kr","2016-01-25"
"경상북도 울진군","http://www.jblib.or.kr","2016-01-25"
"국방부 국방부전산정보관리소","http://www.jcs.mil.kr","2016-01-25"
"경기도 동두천시","http://edu.ddc.go.kr","2016-02-01"
"충청남도 홍성군","http://hs1000road.or.kr","2016-02-01"
"기타","http://research.khealth.or.kr","2016-02-01"
"부산광역시 소방본부","http://cpr.busan.go.kr","2016-02-12"
"식품의약품안전처","http://drugrelief.mfds.go.kr","2016-02-12"
"전라북도 완주군","http://talktalk.wanju.go.kr","2016-02-12"
"한국산업기술진흥원","http://greencertif.or.kr","2016-02-12"
"서울특별시 용산구","http://www.celc.go.kr","2016-02-22"
"서울특별시 용산구","http://www.yelc.go.kr","2016-02-22"
"전라북도교육청","http://change.jbe.go.kr","2016-02-26"
"한국인터넷진흥원","http://www.eprivacy.go.kr","2016-02-26"
"경기도","http://kgfarm.gg.go.kr","2016-02-26"
"여성가족부","http://www.youth.go.kr","2016-02-26"
"충청북도 음성군","http://eumseong.go.kr","2016-03-04"
"충청북도 청주시 평생교육원 청주시립도서관","http://library.cheongju.go.kr","2016-03-04"
