,기관명,홈페이지주소,오픈일자,오픈연도
1130,과학기술정책연구원,http://www.stepi.re.kr,2009-11-03,2009 연도
1131,경상북도 청도군,http://tour.cd.go.kr,2009-11-03,2009 연도
1132,경상북도 김천시,http://www.gca.or.kr,2009-11-03,2009 연도
1133,경상북도 김천시,http://council.gc.go.kr,2009-11-03,2009 연도
1134,전라북도 남원시,http://www.namwon.go.kr,2009-11-03,2009 연도
1135,경기도 용인시,http://iyongin.or.kr,2009-11-03,2009 연도
1136,부산광역시 동구,http://www.bsdonggu.go.kr,2009-11-03,2009 연도
1137,서울특별시 동대문구,http://www.ddm.go.kr,2009-11-03,2009 연도
1138,경기도 의왕시 의회 의회사무과,http://council.uw21.net,2009-11-04,2009 연도
1139,김포시시설관리공단,http://www.gimposisul.or.kr,2009-11-04,2009 연도
1140,전쟁기념사업회,http://www.warmemo.or.kr,2009-11-04,2009 연도
1141,환경관리공단,http://www.emissiontrade.go.kr,2009-11-04,2009 연도
1142,경상남도 진주시 의회사무국,http://www.jinjucl.com,2009-11-04,2009 연도
1143,경상북도 상주시,http://cyberedu.sangju.go.kr,2009-11-04,2009 연도
1144,지식경제부 기술표준원,http://e-ks.kr,2009-11-04,2009 연도
1145,부산광역시 동구 총무국 민원봉사과,http://silver.bsdonggu.go.kr,2009-11-04,2009 연도
1146,부산광역시 동구 총무국 민원봉사과,http://council.bsdonggu.go.kr,2009-11-04,2009 연도
1147,부산광역시 동구 총무국 민원봉사과,http://health.bsdonggu.go.kr,2009-11-04,2009 연도
1148,부산광역시 사하구,http://lll.saha.go.kr,2009-11-05,2009 연도
1149,경기도 의회사무처,http://www.ggc.go.kr,2009-11-05,2009 연도
1150,한밭대학교,http://www.hanbat.ac.kr,2009-11-05,2009 연도
1151,한국국제협력단,http://koica.go.kr,2009-11-05,2009 연도
1152,경상북도교육청 경상북도청도교육청 청도공공도서관,http://chongdolib.or.kr,2009-11-05,2009 연도
1153,환경부 국립환경과학원,http://kencis.me.go.kr,2009-11-05,2009 연도
1154,대전광역시,http://health.donggu.go.kr,2009-11-05,2009 연도
1155,대전광역시,http://nature.donggu.go.kr,2009-11-05,2009 연도
1156,대전광역시,http://welfare.donggu.go.kr,2009-11-05,2009 연도
1157,국토해양부,http://klis.jeonbuk.go.kr/sis/index.jsp,2009-11-05,2009 연도
1158,경상북도 문경시 문경새재관리사무소,http://ecopark.gbmg.go.kr,2009-11-06,2009 연도
1159,법제처,http://oneclick.law.go.kr,2009-11-06,2009 연도
1160,경상북도 청송군,http://ub.or.kr,2009-11-06,2009 연도
1161,경기도교육청 경기도동두천양주교육청,http://asp.dyoe.kr,2009-11-06,2009 연도
1162,충청남도 논산시,http://www.nonsancl.go.kr,2009-11-06,2009 연도
1163,지식경제부 기술표준원,http://www.kats.go.kr/nep,2009-11-06,2009 연도
1164,전라북도 전주시,http://health.jeonju.go.kr,2009-11-09,2009 연도
1165,제주대학교 평생교육원,http://psg.jejunu.ac.kr,2009-11-09,2009 연도
1166,제주대학교 제주대학교외국어교육원,http://fli.jejunu.ac.kr,2009-11-09,2009 연도
1167,송원대학교,http://www.songwon.ac.kr,2009-11-09,2009 연도
1168,경기도교육청 경기도이천교육청,http://www.goeic.kr,2009-11-09,2009 연도
1169,경기도교육청 경기평생교육학습관,http://www.gglec.go.kr,2009-11-09,2009 연도
1170,제주대학교,http://wcms.jejunu.ac.kr,2009-11-09,2009 연도
1171,서울특별시강동구도시관리공단,http://www.igangdong.or.kr,2009-11-09,2009 연도
1172,경상남도 통영시,http://tycl.go.kr,2009-11-09,2009 연도
1173,서울특별시 강동구,http://sso.gangdong.go.kr,2009-11-10,2009 연도
1174,지식경제부 기술표준원,http://sizekorea.kats.go.kr,2009-11-10,2009 연도
1175,경상북도교육청 경상북도포항교육청 영일공공도서관,http://www.yilib.kr,2009-11-10,2009 연도
1176,한국장애인고용촉진공단 고용개발원,http://edi.kead.or.kr,2009-11-11,2009 연도
1177,충청남도 금산군,http://geumsancouncil.go.kr,2009-11-11,2009 연도
1178,독립기념관,http://www.i815.or.kr,2009-11-11,2009 연도
1179,제주대학교,http://ibsi.jejunu.ac.kr,2009-11-11,2009 연도
1180,강원도 춘천시,http://www.chuncheon.go.kr,2009-11-12,2009 연도
1181,전라북도 의회사무처,http://www.assem.jeonbuk.kr,2009-11-12,2009 연도
1182,나사렛대학교,http://www.kornu.ac.kr,2009-11-12,2009 연도
1183,대전광역시,http://dj119.go.kr,2009-11-12,2009 연도
1184,광주광역시 광산구,http://www.gwangsanart.or.kr,2009-11-12,2009 연도
1185,경상북도교육청 경상북도문경교육청 점촌공공도서관,http://jumdolib.go.kr,2009-11-12,2009 연도
1186,경상북도 경주시,http://www.gatec.or.kr,2009-11-13,2009 연도
1187,울산광역시도시공사,http://www.umca.co.kr,2009-11-13,2009 연도
1188,경기도교육청 경기도양평교육청,http://www.goeyp.kr,2009-11-13,2009 연도
1189,국토해양부 군산지방해양항만청 위성항법중앙사무소,http://www.ndgps.go.kr,2009-11-13,2009 연도
1190,대구광역시교육청 대구광역시립남부도서관,http://nbl.or.kr,2009-11-13,2009 연도
1191,경찰청 경찰병원,http://www.nph.go.kr,2009-11-13,2009 연도
1192,경상남도 사천시,http://lifegis.sacheon.go.kr,2009-11-13,2009 연도
1193,충청북도교육청 충청북도음성교육청 금왕도서관,http://www.kwlib.go.kr,2009-11-16,2009 연도
1194,충청북도교육청,http://support.cbe.go.kr,2009-11-16,2009 연도
1195,서울특별시교육청 서울특별시강동교육청,http://www.edugd.seoul.kr,2009-11-16,2009 연도
1196,경기도 화성시,http://chronic.hscity.net,2009-11-16,2009 연도
1197,인천국제공항공사,http://www.airport.kr,2009-11-16,2009 연도
1198,울산광역시 울주군,http://assembly.ulju.ulsan.kr,2009-11-16,2009 연도
1199,국민연금공단,http://www.nps.or.kr,2009-11-16,2009 연도
1200,문화체육관광부 국립민속박물관,http://www.nfm.go.kr,2009-11-16,2009 연도
1201,경상남도 사천시,http://www.toursacheon.net,2009-11-16,2009 연도
1202,충청북도교육청 충청북도괴산증평교육청 괴산도서관,http://www.gsl.go.kr,2009-11-17,2009 연도
1203,충청북도교육청 충청북도음성교육청 음성도서관,http://www.uslib.or.kr,2009-11-17,2009 연도
1204,충청북도교육청 충청북도진천교육청 진천도서관,http://www.jclib.go.kr,2009-11-17,2009 연도
1205,호원대학교,http://apply.howon.ac.kr,2009-11-17,2009 연도
1206,경상북도교육청 경상북도청송교육청 청송공공도서관,http://www.cslib.go.kr,2009-11-17,2009 연도
1207,경상북도,http://www.gbpalgong.go.kr,2009-11-17,2009 연도
1208,충청남도 논산시,http://nyl.nonsan.go.kr,2009-11-17,2009 연도
1209,경상북도교육청 경상북도립안동도서관,http://andonglib.go.kr,2009-11-17,2009 연도
1210,전라북도 공무원교육원,http://elearning.jeonbuk.go.kr,2009-11-17,2009 연도
1211,경상남도교육청 경상남도밀양교육청 밀양도서관,http://mlib.or.kr,2009-11-17,2009 연도
1212,대한주택공사,http://www.lh.or.kr,2009-11-17,2009 연도
1213,충청북도교육청 충청북도괴산증평교육청 증평도서관,http://jplib.go.kr,2009-11-18,2009 연도
1214,충청북도교육청 충청북도충주교육청 중원도서관,http://jwlib.go.kr,2009-11-18,2009 연도
1215,충청남도 논산시,http://www.ngl.go.kr,2009-11-18,2009 연도
1216,충청북도교육청 충청북도보은교육청,http://www.cbbee.go.kr,2009-11-18,2009 연도
1217,전라남도교육청 전라남도담양교육청 담양공공도서관,http://dylib.or.kr,2009-11-19,2009 연도
1218,부산광역시 연제구,http://council.yeonje.go.kr,2009-11-19,2009 연도
1219,경기도교육청 경기도연천교육청,http://www.goeyc.kr,2009-11-19,2009 연도
1220,서울특별시교육청 서울특별시교육연구정보원,http://www.jinhak.or.kr,2009-11-19,2009 연도
1221,대한지적공사,http://www.lx.or.kr,2009-11-19,2009 연도
1222,충청북도 음성군,http://dslib.es21.go.kr,2009-11-19,2009 연도
1223,국토해양부,http://klis.incheon.go.kr/sis/main.do,2009-11-19,2009 연도
1224,국회 국회사무처,http://www.assembly.go.kr,2009-11-19,2009 연도
1225,경상북도 문경시,http://coal.gbmg.go.kr,2009-11-20,2009 연도
1226,경상북도 경산시 농업기술센터,http://www.gsa.go.kr,2009-11-20,2009 연도
1227,부산광역시 북구 디지털도서관,http://library.bsbukgu.go.kr,2009-11-20,2009 연도
1228,경상북도,http://www.dokdo.go.kr,2009-11-20,2009 연도
1229,군장대학,http://www.kunjang.ac.kr,2009-11-23,2009 연도
1230,경상북도 문경시,http://ungang.gbmg.go.kr,2009-11-23,2009 연도
1231,경상북도 문경시 문경새재관리사무소,http://oldroad.gbmg.go.kr,2009-11-23,2009 연도
1232,전라북도 남원시,http://council.namwon.go.kr,2009-11-23,2009 연도
1233,부산항만공사,http://busanpa.com,2009-11-23,2009 연도
1234,경기도교육청 경기도부천교육청,http://goebc.kr,2009-11-23,2009 연도
1235,전라북도 전주시,http://art.jeonju.go.kr,2009-11-23,2009 연도
1236,전라북도 전주시,http://deokjingu.jeonju.go.kr,2009-11-23,2009 연도
1237,경상남도 김해시,http://lib.gimhae.go.kr,2009-11-23,2009 연도
1238,전라남도교육청 전라남도보성교육청 보성공공도서관,http://www.boseonglib.or.kr,2009-11-24,2009 연도
1239,강원도 홍천군,http://www.hccouncil.go.kr,2009-11-24,2009 연도
1240,전라북도 전주시,http://wansangu.jeonju.go.kr,2009-11-24,2009 연도
1241,강원도 춘천시,http://www.cccouncil.go.kr,2009-11-24,2009 연도
1242,전라남도교육청 전라남도교육연수원,http://www.jeti.or.kr,2009-11-24,2009 연도
1243,강원도 홍천군,http://www.hongcheon.gangwon.kr,2009-11-24,2009 연도
1244,국토해양부,http://klis.ulsan.go.kr/sis/index.jsp,2009-11-24,2009 연도
1245,경상남도 합천군,http://www.hcgreen.com,2009-11-25,2009 연도
1246,전라남도교육청 전라남도진도교육청 진도공공도서관,http://www.jindolib.or.kr,2009-11-25,2009 연도
1247,한국환경산업기술원,http://www.eduet.or.kr,2009-11-25,2009 연도
1248,경상북도 구미시,http://www.gumilib.or.kr,2009-11-25,2009 연도
1249,대전광역시교육청 대전교육과학연구원,http://www.des.re.kr,2009-11-25,2009 연도
1250,부산광역시 사상구,http://www.sasang.go.kr,2009-11-25,2009 연도
1251,경기도 군포시,http://www.gunpohealth.or.kr,2009-11-25,2009 연도
1252,서울특별시 서울시립대학교,http://www.uos.ac.kr,2009-11-25,2009 연도
1253,제주대학교,http://www.jejunu.ac.kr,2009-11-25,2009 연도
1254,국토해양부,http://klis.gsnd.net,2009-11-25,2009 연도
1255,서울특별시 광진구,http://council.gwangjin.go.kr,2009-11-25,2009 연도
1256,경기도 오산시,http://www.osan.go.kr,2009-11-25,2009 연도
1257,충청북도교육청 충청북도제천교육청 제천학생회관,http://jcsh.go.kr,2009-11-26,2009 연도
1258,경상북도 성주군,http://www.gayasan.go.kr,2009-11-26,2009 연도
1259,대구광역시교육청 대구-기타학교,http://afterschool.dgedu.net,2009-11-26,2009 연도
1260,문경관광진흥공단,http://www.mgtpcr.or.kr,2009-11-26,2009 연도
1261,국토해양부,http://klis.chungnam.net/sis/index.jsp,2009-11-26,2009 연도
1262,전라남도교육청 전라남도광양교육청 광양공공도서관,http://www.gylib.or.kr,2009-11-27,2009 연도
1263,전라북도 남원시,http://e.namwon.go.kr,2009-11-27,2009 연도
1264,충청북도교육청 충청북도청원교육청 청원도서관,http://www.cwlib.go.kr,2009-11-27,2009 연도
1265,전라남도교육청 전라남도화순교육청 화순공공도서관,http://www.hwasunlib.or.kr,2009-11-27,2009 연도
1266,전라남도교육청 전라남도해남교육청 해남공공도서관,http://hnlib.or.kr,2009-11-27,2009 연도
1267,경기도교육청 경기도립중앙도서관,http://www.pclib.or.kr,2009-11-27,2009 연도
1268,경상북도 영주시,http://atec.yeongju.go.kr,2009-11-27,2009 연도
1269,경기도교육청 경기도안양과천교육청,http://www.goeay.kr,2009-11-27,2009 연도
1270,한국수출보험공사,http://www.ksure.or.kr,2009-11-27,2009 연도
1271,총신대학교,http://www.chongshin.ac.kr,2009-11-27,2009 연도
1272,경상북도교육청 경상북도군위교육청,http://www.gunwi-ed.go.kr,2009-11-30,2009 연도
1273,청주교육대학교,http://baeum.cje.ac.kr,2009-11-30,2009 연도
1274,청주교육대학교,http://www.cje.ac.kr,2009-11-30,2009 연도
1275,청주교육대학교,http://yunsu.cje.ac.kr,2009-11-30,2009 연도
1276,백석예술대학,http://gpin.bau.ac.kr,2009-11-30,2009 연도
1277,강원도 춘천시,http://www.ccatc.go.kr,2009-11-30,2009 연도
1278,국토해양부,http://klis.daegu.go.kr/sis/index.jsp,2009-11-30,2009 연도
1279,경기도교육청 경기도파주교육청,http://www.goepj.kr,2009-12-01,2009 연도
1280,전라남도교육청 전라남도나주교육청 남평공공도서관,http://www.nplib.or.kr,2009-12-01,2009 연도
1281,경기도교육청 경기도립과천도서관,http://www.kwalib.kr,2009-12-01,2009 연도
1282,대전광역시교육청 한밭교육박물관,http://www.hbem.or.kr,2009-12-01,2009 연도
1283,전라북도 전주시,http://edu.jeonju.go.kr,2009-12-01,2009 연도
1284,대한무역투자진흥공사,http://www.kotra.or.kr,2009-12-01,2009 연도
1285,전라남도 광양시,http://www.gwangyang.go.kr,2009-12-01,2009 연도
1286,강원도 강릉시,http://www.gn.go.kr,2009-12-01,2009 연도
1287,행정안전부,http://www.gotp.go.kr,2009-12-01,2009 연도
1288,헌법재판소,http://ecourt.ccourt.go.kr,2009-12-01,2009 연도
1289,경상북도,http://klis.gb.go.kr,2009-12-01,2009 연도
1290,국토해양부,http://klis.jeonnam.go.kr/index.jsp,2009-12-01,2009 연도
1291,대구광역시 북구,http://dong.buk.daegu.kr,2009-12-02,2009 연도
1292,전라남도 함평군,http://www.ecopark.or.kr,2009-12-02,2009 연도
1293,경상북도교육청 경상북도경산교육청,http://www.kbgsed.go.kr,2009-12-02,2009 연도
1294,충청남도교육청 충청남도남부평생학습관,http://www.cnbl.or.kr,2009-12-02,2009 연도
1295,서울특별시 중구 의회사무과,http://council.junggu.seoul.kr,2009-12-02,2009 연도
1296,전라남도교육청 전라남도보성교육청 벌교공공도서관,http://www.beolgyolib.or.kr,2009-12-02,2009 연도
1297,경기도교육청 경기도군포의왕교육청,http://www.dangdong.es.kr,2009-12-02,2009 연도
1298,울산광역시 남구,http://www.namgucouncil.ulsan.kr,2009-12-02,2009 연도
1299,경상남도교육청 경상남도학생교육원,http://knedu.or.kr,2009-12-02,2009 연도
1300,인천광역시 남구 주민생활지원국 평생학습과,http://hnrl.namgu.incheon.kr,2009-12-02,2009 연도
1301,전라남도 장성군,http://www.jangseong.go.kr,2009-12-02,2009 연도
1302,국토해양부,http://klis.busan.go.kr/sis/index.jsp,2009-12-02,2009 연도
1303,대전광역시교육청 대전평생학습관,http://www.dllc.or.kr,2009-12-02,2009 연도
1304,한국문화관광연구원,http://www.kcti.re.kr,2009-12-03,2009 연도
1305,인천교통공사,http://www.ictr.or.kr,2009-12-03,2009 연도
1306,경상북도,http://inhen.gb.go.kr,2009-12-03,2009 연도
1307,경상북도 영주시,http://cybercitizen.yeongju.go.kr,2009-12-03,2009 연도
1308,양주시시설관리공단,http://yjfmc.or.kr,2009-12-03,2009 연도
1309,대한주택보증주식회사,http://www.khug.or.kr,2009-12-03,2009 연도
1310,울산광역시 남구,http://www.ulsannamgu.go.kr,2009-12-03,2009 연도
1311,경상북도 안동시,http://council.andong.go.kr,2009-12-04,2009 연도
1312,경상북도,http://www.cultureexpo.or.kr,2009-12-04,2009 연도
1313,전라남도교육청 전라남도구례교육청 구례공공도서관,http://www.grlib.or.kr,2009-12-04,2009 연도
1314,전라남도교육청 전라남도함평교육청 함평공공도서관,http://www.hplib.go.kr,2009-12-04,2009 연도
1315,경상북도 영주시,http://yjjhh.or.kr,2009-12-04,2009 연도
1316,경기도교육청 경기도군포의왕교육청,http://kengugifted.kr,2009-12-04,2009 연도
1317,경기도교육청 경기도수원교육청,http://goesw.kr,2009-12-04,2009 연도
1318,문화체육관광부,http://mail.korea.kr,2009-12-04,2009 연도
1319,광주여자대학교 광주여자대학교,http://www.kwu.ac.kr,2009-12-04,2009 연도
1320,인천광역시교육청 인천광역시평생학습관,http://www.ilec.go.kr,2009-12-04,2009 연도
1321,한국전기연구원,http://www.keri.re.kr,2009-12-04,2009 연도
1322,강원도 춘천시,http://tour.chuncheon.go.kr,2009-12-04,2009 연도
